parada_id,maquina_id,hora_inicio_parada,hora_fim_parada,motivo_parada,data_registro
33,1,2016-07-20 12:56:00,2016-07-20 14:35:00,ajuste_operador,2016-07-20 12:56:00
34,3,2016-12-19 16:09:00,2016-12-19 17:49:00,manutencao_preventiva,2016-12-19 16:09:00
35,2,2015-08-25 06:49:00,2015-08-25 08:11:00,falha_mecanica,2015-08-25 06:49:00
36,2,2016-04-03 17:33:00,2016-04-03 18:08:00,ajuste_operador,2016-04-03 17:33:00
37,3,2015-06-08 11:34:00,2015-06-08 14:13:00,falha_mecanica,2015-06-08 11:34:00
38,4,2015-09-12 00:50:00,2015-09-12 01:40:00,falha_eletrica,2015-09-12 00:50:00
39,3,2015-03-08 16:10:00,2015-03-08 18:36:00,falha_eletrica,2015-03-08 16:10:00
40,3,2015-04-28 21:24:00,2015-04-28 22:34:00,falha_mecanica,2015-04-28 21:24:00
41,1,2016-06-29 23:24:00,2016-06-30 01:25:00,ajuste_operador,2016-06-29 23:24:00
42,1,2016-08-12 06:36:00,2016-08-12 09:01:00,falha_eletrica,2016-08-12 06:36:00
43,2,2016-11-06 05:41:00,2016-11-06 06:47:00,ajuste_operador,2016-11-06 05:41:00
44,1,2016-12-11 06:05:00,2016-12-11 07:18:00,falha_eletrica,2016-12-11 06:05:00
45,4,2016-03-20 09:37:00,2016-03-20 12:04:00,falha_mecanica,2016-03-20 09:37:00
46,4,2015-04-07 19:05:00,2015-04-07 22:01:00,falha_mecanica,2015-04-07 19:05:00
47,1,2015-09-03 09:54:00,2015-09-03 12:18:00,manutencao_preventiva,2015-09-03 09:54:00
48,4,2016-07-21 16:02:00,2016-07-21 16:29:00,falha_mecanica,2016-07-21 16:02:00
49,2,2016-08-29 12:33:00,2016-08-29 13:16:00,falha_mecanica,2016-08-29 12:33:00
50,4,2015-11-01 04:34:00,2015-11-01 07:24:00,ajuste_operador,2015-11-01 04:34:00
51,2,2015-04-27 01:04:00,2015-04-27 03:47:00,falha_eletrica,2015-04-27 01:04:00
52,3,2015-09-20 00:07:00,2015-09-20 01:53:00,falha_eletrica,2015-09-20 00:07:00
53,3,2016-06-16 06:13:00,2016-06-16 08:37:00,manutencao_preventiva,2016-06-16 06:13:00
54,4,2016-06-26 11:27:00,2016-06-26 11:37:00,manutencao_preventiva,2016-06-26 11:27:00
55,3,2016-01-18 22:24:00,2016-01-18 22:35:00,manutencao_preventiva,2016-01-18 22:24:00
56,1,2015-01-17 23:24:00,2015-01-17 23:38:00,falha_mecanica,2015-01-17 23:24:00
57,1,2015-09-01 07:29:00,2015-09-01 07:54:00,manutencao_preventiva,2015-09-01 07:29:00
58,4,2016-03-31 22:24:00,2016-04-01 00:43:00,manutencao_preventiva,2016-03-31 22:24:00
59,1,2016-05-17 12:53:00,2016-05-17 15:30:00,falha_eletrica,2016-05-17 12:53:00
60,4,2016-04-28 02:37:00,2016-04-28 03:38:00,ajuste_operador,2016-04-28 02:37:00
61,3,2015-03-15 11:17:00,2015-03-15 12:33:00,falha_eletrica,2015-03-15 11:17:00
62,4,2015-10-26 16:13:00,2015-10-26 17:49:00,falha_mecanica,2015-10-26 16:13:00
63,3,2016-12-07 10:13:00,2016-12-07 10:33:00,ajuste_operador,2016-12-07 10:13:00
64,2,2015-02-07 10:18:00,2015-02-07 10:31:00,falha_eletrica,2015-02-07 10:18:00
65,3,2015-04-24 20:57:00,2015-04-24 22:29:00,falha_mecanica,2015-04-24 20:57:00
66,2,2016-04-30 10:22:00,2016-04-30 12:28:00,falha_mecanica,2016-04-30 10:22:00
67,4,2016-10-29 06:31:00,2016-10-29 08:14:00,ajuste_operador,2016-10-29 06:31:00
68,1,2016-01-21 21:49:00,2016-01-21 22:32:00,ajuste_operador,2016-01-21 21:49:00
69,1,2016-02-09 21:34:00,2016-02-09 23:30:00,ajuste_operador,2016-02-09 21:34:00
70,2,2015-11-18 04:44:00,2015-11-18 05:19:00,falha_mecanica,2015-11-18 04:44:00
71,3,2015-06-06 02:22:00,2015-06-06 03:56:00,manutencao_preventiva,2015-06-06 02:22:00
72,1,2016-02-17 15:43:00,2016-02-17 17:18:00,falha_eletrica,2016-02-17 15:43:00
73,1,2016-08-28 23:47:00,2016-08-29 01:18:00,falha_mecanica,2016-08-28 23:47:00
74,1,2016-08-26 20:30:00,2016-08-26 21:16:00,ajuste_operador,2016-08-26 20:30:00
75,4,2016-11-25 12:39:00,2016-11-25 13:06:00,ajuste_operador,2016-11-25 12:39:00
76,4,2016-03-12 12:37:00,2016-03-12 13:05:00,manutencao_preventiva,2016-03-12 12:37:00
77,4,2015-10-14 13:39:00,2015-10-14 14:46:00,ajuste_operador,2015-10-14 13:39:00
78,1,2015-12-05 20:49:00,2015-12-05 21:17:00,manutencao_preventiva,2015-12-05 20:49:00
79,3,2016-01-29 13:33:00,2016-01-29 15:27:00,ajuste_operador,2016-01-29 13:33:00
80,3,2015-02-06 17:53:00,2015-02-06 18:34:00,manutencao_preventiva,2015-02-06 17:53:00
81,4,2016-09-24 20:53:00,2016-09-24 22:43:00,manutencao_preventiva,2016-09-24 20:53:00
82,1,2015-03-09 23:06:00,2015-03-10 02:04:00,manutencao_preventiva,2015-03-09 23:06:00
83,2,2016-11-12 04:16:00,2016-11-12 05:47:00,ajuste_operador,2016-11-12 04:16:00
84,2,2015-08-16 09:26:00,2015-08-16 10:40:00,manutencao_preventiva,2015-08-16 09:26:00
85,1,2015-03-20 05:20:00,2015-03-20 06:32:00,falha_eletrica,2015-03-20 05:20:00
86,3,2015-03-21 19:49:00,2015-03-21 20:18:00,ajuste_operador,2015-03-21 19:49:00
87,2,2015-11-17 05:57:00,2015-11-17 08:25:00,falha_eletrica,2015-11-17 05:57:00
88,2,2015-10-08 22:22:00,2015-10-08 23:20:00,falha_mecanica,2015-10-08 22:22:00
89,4,2015-05-16 08:12:00,2015-05-16 09:53:00,manutencao_preventiva,2015-05-16 08:12:00
90,4,2015-01-05 09:06:00,2015-01-05 10:19:00,falha_mecanica,2015-01-05 09:06:00
91,3,2015-01-27 23:08:00,2015-01-28 02:02:00,ajuste_operador,2015-01-27 23:08:00
92,4,2015-02-20 02:15:00,2015-02-20 02:59:00,falha_eletrica,2015-02-20 02:15:00
93,2,2015-09-26 20:52:00,2015-09-26 22:28:00,manutencao_preventiva,2015-09-26 20:52:00
94,2,2016-02-17 11:46:00,2016-02-17 12:29:00,manutencao_preventiva,2016-02-17 11:46:00
95,1,2016-06-10 02:19:00,2016-06-10 04:14:00,falha_eletrica,2016-06-10 02:19:00
96,1,2016-11-13 16:43:00,2016-11-13 16:54:00,falha_mecanica,2016-11-13 16:43:00
97,2,2016-11-10 02:06:00,2016-11-10 05:02:00,falha_eletrica,2016-11-10 02:06:00
98,2,2016-01-15 16:53:00,2016-01-15 17:21:00,manutencao_preventiva,2016-01-15 16:53:00
99,2,2015-12-20 07:25:00,2015-12-20 09:33:00,falha_eletrica,2015-12-20 07:25:00
100,1,2016-01-10 23:19:00,2016-01-11 01:18:00,falha_mecanica,2016-01-10 23:19:00
101,2,2015-05-25 10:51:00,2015-05-25 11:56:00,falha_eletrica,2015-05-25 10:51:00
102,3,2016-08-07 08:18:00,2016-08-07 11:06:00,falha_eletrica,2016-08-07 08:18:00
103,1,2015-12-13 03:44:00,2015-12-13 06:14:00,falha_mecanica,2015-12-13 03:44:00
104,3,2015-01-10 17:16:00,2015-01-10 17:51:00,falha_eletrica,2015-01-10 17:16:00
105,4,2015-02-13 20:11:00,2015-02-13 20:49:00,falha_mecanica,2015-02-13 20:11:00
106,3,2016-02-20 00:01:00,2016-02-20 02:55:00,falha_eletrica,2016-02-20 00:01:00
107,2,2016-09-06 08:36:00,2016-09-06 10:34:00,manutencao_preventiva,2016-09-06 08:36:00
108,3,2016-08-17 14:57:00,2016-08-17 17:28:00,falha_eletrica,2016-08-17 14:57:00
109,2,2015-11-23 02:26:00,2015-11-23 03:24:00,falha_mecanica,2015-11-23 02:26:00
110,4,2015-08-04 08:05:00,2015-08-04 08:21:00,falha_eletrica,2015-08-04 08:05:00
111,4,2015-02-02 08:41:00,2015-02-02 10:41:00,falha_mecanica,2015-02-02 08:41:00
112,3,2015-07-17 19:03:00,2015-07-17 21:55:00,falha_eletrica,2015-07-17 19:03:00
113,3,2016-08-13 08:54:00,2016-08-13 11:13:00,falha_eletrica,2016-08-13 08:54:00
114,1,2015-08-13 00:34:00,2015-08-13 01:02:00,falha_mecanica,2015-08-13 00:34:00
115,1,2015-04-24 20:50:00,2015-04-24 21:24:00,manutencao_preventiva,2015-04-24 20:50:00
116,3,2016-11-01 23:23:00,2016-11-02 00:58:00,manutencao_preventiva,2016-11-01 23:23:00
117,2,2016-01-02 01:20:00,2016-01-02 04:19:00,falha_mecanica,2016-01-02 01:20:00
118,3,2015-01-14 08:32:00,2015-01-14 08:53:00,ajuste_operador,2015-01-14 08:32:00
119,3,2015-12-10 16:29:00,2015-12-10 17:44:00,falha_mecanica,2015-12-10 16:29:00
120,4,2015-02-25 07:04:00,2015-02-25 07:55:00,falha_eletrica,2015-02-25 07:04:00
121,4,2016-10-17 04:24:00,2016-10-17 05:24:00,manutencao_preventiva,2016-10-17 04:24:00
122,2,2016-03-15 20:32:00,2016-03-15 22:32:00,falha_eletrica,2016-03-15 20:32:00
123,4,2015-04-06 01:27:00,2015-04-06 02:12:00,ajuste_operador,2015-04-06 01:27:00
124,4,2016-07-16 16:33:00,2016-07-16 18:37:00,falha_eletrica,2016-07-16 16:33:00
125,4,2015-02-16 12:52:00,2015-02-16 14:25:00,falha_eletrica,2015-02-16 12:52:00
126,1,2016-04-29 06:36:00,2016-04-29 07:40:00,manutencao_preventiva,2016-04-29 06:36:00
127,3,2015-01-09 11:00:00,2015-01-09 13:19:00,falha_mecanica,2015-01-09 11:00:00
128,2,2015-10-18 20:15:00,2015-10-18 20:34:00,falha_eletrica,2015-10-18 20:15:00
129,2,2015-02-17 08:17:00,2015-02-17 09:24:00,falha_eletrica,2015-02-17 08:17:00
130,4,2015-03-01 19:44:00,2015-03-01 21:21:00,manutencao_preventiva,2015-03-01 19:44:00
131,2,2016-04-29 15:00:00,2016-04-29 16:04:00,falha_eletrica,2016-04-29 15:00:00
132,3,2016-01-11 04:08:00,2016-01-11 06:03:00,ajuste_operador,2016-01-11 04:08:00
133,4,2016-06-29 23:23:00,2016-06-30 01:59:00,ajuste_operador,2016-06-29 23:23:00
134,1,2015-06-18 04:32:00,2015-06-18 07:22:00,manutencao_preventiva,2015-06-18 04:32:00
135,1,2015-11-10 18:34:00,2015-11-10 19:23:00,falha_eletrica,2015-11-10 18:34:00
136,4,2016-06-02 18:43:00,2016-06-02 19:54:00,ajuste_operador,2016-06-02 18:43:00
137,3,2015-09-29 01:24:00,2015-09-29 03:03:00,manutencao_preventiva,2015-09-29 01:24:00
138,1,2016-06-14 14:28:00,2016-06-14 16:36:00,falha_eletrica,2016-06-14 14:28:00
139,1,2016-06-10 16:48:00,2016-06-10 17:16:00,ajuste_operador,2016-06-10 16:48:00
140,1,2016-09-03 20:59:00,2016-09-03 21:17:00,manutencao_preventiva,2016-09-03 20:59:00
141,2,2015-04-29 15:14:00,2015-04-29 16:18:00,falha_eletrica,2015-04-29 15:14:00
142,2,2015-09-16 01:57:00,2015-09-16 02:29:00,ajuste_operador,2015-09-16 01:57:00
143,2,2016-10-20 07:04:00,2016-10-20 09:59:00,manutencao_preventiva,2016-10-20 07:04:00
144,2,2016-06-30 15:02:00,2016-06-30 15:54:00,falha_eletrica,2016-06-30 15:02:00
145,4,2016-10-05 19:04:00,2016-10-05 20:19:00,falha_mecanica,2016-10-05 19:04:00
146,2,2016-06-20 02:52:00,2016-06-20 03:19:00,manutencao_preventiva,2016-06-20 02:52:00
147,1,2016-12-21 10:22:00,2016-12-21 11:08:00,falha_eletrica,2016-12-21 10:22:00
148,1,2016-11-12 19:20:00,2016-11-12 20:57:00,falha_eletrica,2016-11-12 19:20:00
149,3,2016-06-03 04:02:00,2016-06-03 04:49:00,falha_eletrica,2016-06-03 04:02:00
150,3,2015-03-25 07:46:00,2015-03-25 08:35:00,falha_mecanica,2015-03-25 07:46:00
151,3,2016-10-13 22:29:00,2016-10-14 00:51:00,falha_eletrica,2016-10-13 22:29:00
152,2,2015-09-14 22:55:00,2015-09-15 00:45:00,manutencao_preventiva,2015-09-14 22:55:00
153,1,2016-03-18 10:12:00,2016-03-18 10:25:00,manutencao_preventiva,2016-03-18 10:12:00
154,1,2015-10-16 23:14:00,2015-10-17 00:01:00,falha_mecanica,2015-10-16 23:14:00
155,2,2016-04-07 13:04:00,2016-04-07 15:31:00,manutencao_preventiva,2016-04-07 13:04:00
156,1,2015-08-05 12:19:00,2015-08-05 14:25:00,falha_eletrica,2015-08-05 12:19:00
157,4,2016-01-17 14:13:00,2016-01-17 15:12:00,falha_eletrica,2016-01-17 14:13:00
158,2,2016-10-09 05:30:00,2016-10-09 07:36:00,falha_mecanica,2016-10-09 05:30:00
159,3,2015-11-30 09:07:00,2015-11-30 09:50:00,falha_eletrica,2015-11-30 09:07:00
160,4,2015-05-01 06:44:00,2015-05-01 09:19:00,manutencao_preventiva,2015-05-01 06:44:00
161,1,2016-03-31 04:11:00,2016-03-31 06:29:00,ajuste_operador,2016-03-31 04:11:00
162,4,2016-08-13 07:35:00,2016-08-13 09:48:00,falha_eletrica,2016-08-13 07:35:00
163,1,2015-07-09 11:44:00,2015-07-09 12:59:00,ajuste_operador,2015-07-09 11:44:00
164,1,2015-03-13 01:07:00,2015-03-13 02:18:00,ajuste_operador,2015-03-13 01:07:00
165,2,2015-07-15 12:37:00,2015-07-15 15:33:00,ajuste_operador,2015-07-15 12:37:00
166,3,2016-10-15 09:43:00,2016-10-15 10:48:00,falha_mecanica,2016-10-15 09:43:00
167,3,2015-12-12 12:01:00,2015-12-12 14:28:00,ajuste_operador,2015-12-12 12:01:00
168,3,2016-04-16 10:13:00,2016-04-16 11:00:00,falha_eletrica,2016-04-16 10:13:00
169,2,2016-01-03 13:10:00,2016-01-03 14:16:00,manutencao_preventiva,2016-01-03 13:10:00
170,1,2016-09-19 02:19:00,2016-09-19 02:34:00,falha_mecanica,2016-09-19 02:19:00
171,4,2016-12-20 07:04:00,2016-12-20 10:04:00,manutencao_preventiva,2016-12-20 07:04:00
172,2,2015-02-03 19:22:00,2015-02-03 20:55:00,falha_eletrica,2015-02-03 19:22:00
173,1,2015-04-02 05:58:00,2015-04-02 08:07:00,falha_eletrica,2015-04-02 05:58:00
174,3,2016-11-02 13:09:00,2016-11-02 13:32:00,ajuste_operador,2016-11-02 13:09:00
175,4,2016-09-29 21:58:00,2016-09-30 00:24:00,manutencao_preventiva,2016-09-29 21:58:00
176,2,2015-02-24 13:32:00,2015-02-24 14:46:00,falha_eletrica,2015-02-24 13:32:00
177,3,2016-11-04 05:48:00,2016-11-04 07:42:00,manutencao_preventiva,2016-11-04 05:48:00
178,4,2015-01-22 21:39:00,2015-01-22 22:37:00,manutencao_preventiva,2015-01-22 21:39:00
179,3,2016-01-07 23:32:00,2016-01-08 02:31:00,manutencao_preventiva,2016-01-07 23:32:00
180,4,2015-05-16 04:21:00,2015-05-16 06:10:00,falha_eletrica,2015-05-16 04:21:00
181,3,2015-02-08 05:39:00,2015-02-08 08:12:00,ajuste_operador,2015-02-08 05:39:00
182,4,2016-03-07 05:15:00,2016-03-07 07:34:00,falha_mecanica,2016-03-07 05:15:00
183,1,2015-03-07 06:43:00,2015-03-07 07:10:00,falha_mecanica,2015-03-07 06:43:00
184,4,2016-12-06 02:10:00,2016-12-06 02:55:00,ajuste_operador,2016-12-06 02:10:00
185,1,2016-08-16 10:20:00,2016-08-16 10:33:00,falha_eletrica,2016-08-16 10:20:00
186,2,2016-07-05 22:53:00,2016-07-06 00:13:00,falha_mecanica,2016-07-05 22:53:00
187,4,2015-11-15 16:04:00,2015-11-15 18:47:00,ajuste_operador,2015-11-15 16:04:00
188,2,2016-05-27 18:57:00,2016-05-27 21:56:00,falha_eletrica,2016-05-27 18:57:00
189,1,2015-04-30 19:59:00,2015-04-30 20:14:00,ajuste_operador,2015-04-30 19:59:00
190,3,2016-08-05 01:08:00,2016-08-05 03:02:00,falha_eletrica,2016-08-05 01:08:00
191,4,2015-04-20 02:39:00,2015-04-20 03:23:00,manutencao_preventiva,2015-04-20 02:39:00
192,2,2015-10-30 19:46:00,2015-10-30 22:06:00,falha_eletrica,2015-10-30 19:46:00
193,3,2015-09-02 13:34:00,2015-09-02 15:33:00,falha_mecanica,2015-09-02 13:34:00
194,4,2016-09-28 09:57:00,2016-09-28 10:58:00,ajuste_operador,2016-09-28 09:57:00
195,3,2016-06-22 23:48:00,2016-06-23 00:07:00,falha_mecanica,2016-06-22 23:48:00
196,3,2016-08-29 20:18:00,2016-08-29 21:27:00,falha_mecanica,2016-08-29 20:18:00
197,4,2016-12-08 23:20:00,2016-12-08 23:31:00,manutencao_preventiva,2016-12-08 23:20:00
198,4,2015-08-07 20:41:00,2015-08-07 23:15:00,falha_eletrica,2015-08-07 20:41:00
199,2,2016-05-27 09:49:00,2016-05-27 11:22:00,falha_eletrica,2016-05-27 09:49:00
200,1,2015-10-23 09:20:00,2015-10-23 10:18:00,falha_eletrica,2015-10-23 09:20:00
