controle_id,lote_producao_id,data_inspecao,inspetor_id,unidades_aprovadas,unidades_rejeitadas,motivo_rejeicao
64,63,2015-03-05,1,841,19,furo_incompleto
65,15,2015-03-06,8,999,12,falha_eletrica
66,85,2015-03-07,5,856,26,cor_incorreta
67,76,2015-03-08,4,841,0,cor_incorreta
68,70,2015-03-09,1,928,14,falha_superficie
69,17,2015-03-10,2,834,25,cor_incorreta
70,17,2015-03-11,6,921,6,dimensao_fora
71,79,2015-03-12,8,994,13,cor_incorreta
72,84,2015-03-13,6,879,9,furo_incompleto
73,97,2015-03-14,3,951,21,solda_fraca
74,41,2015-03-15,5,972,0,cor_incorreta
75,64,2015-03-16,5,993,27,dimensao_fora
76,34,2015-03-17,3,853,12,cor_incorreta
77,34,2015-03-18,2,936,5,solda_fraca
78,99,2015-03-19,7,851,1,falha_eletrica
79,24,2015-03-20,1,863,6,dimensao_fora
80,52,2015-03-21,8,801,23,bolhas_material
81,83,2015-03-22,9,844,5,bolhas_material
82,81,2015-03-23,2,890,8,cor_incorreta
83,16,2015-03-24,5,886,19,cor_incorreta
84,64,2015-03-25,1,953,2,furo_incompleto
85,95,2015-03-26,3,967,28,cor_incorreta
86,23,2015-03-27,8,989,18,dimensao_fora
87,29,2015-03-28,4,883,15,dimensao_fora
88,70,2015-03-29,8,998,27,empacotamento_inadequado
89,80,2015-03-30,8,899,12,solda_fraca
90,15,2015-03-31,5,928,15,bolhas_material
91,8,2015-04-01,1,831,23,dimensao_fora
92,50,2015-04-02,3,991,1,bolhas_material
93,29,2015-04-03,5,903,8,falha_eletrica
94,6,2015-04-04,8,995,11,empacotamento_inadequado
95,8,2015-04-05,2,965,25,falha_superficie
96,54,2015-04-06,2,978,29,dimensao_fora
97,36,2015-04-07,2,892,24,solda_fraca
98,77,2015-04-08,6,804,9,falha_eletrica
99,7,2015-04-09,4,872,12,dimensao_fora
100,6,2015-04-10,9,940,1,solda_fraca
101,58,2015-04-11,5,876,15,falha_superficie
102,52,2015-04-12,8,913,7,solda_fraca
103,54,2015-04-13,9,953,20,dimensao_fora
104,17,2015-04-14,5,808,28,furo_incompleto
105,89,2015-04-15,8,824,20,furo_incompleto
106,13,2015-04-16,5,807,26,solda_fraca
107,61,2015-04-17,3,875,28,empacotamento_inadequado
108,73,2015-04-18,1,989,10,furo_incompleto
109,93,2015-04-19,8,988,7,furo_incompleto
110,38,2015-04-20,6,801,17,solda_fraca
111,64,2015-04-21,5,936,27,furo_incompleto
112,9,2015-04-22,7,838,19,cor_incorreta
113,71,2015-04-23,7,826,19,cor_incorreta
114,32,2015-04-24,3,930,25,solda_fraca
115,92,2015-04-25,5,934,26,solda_fraca
116,96,2015-04-26,6,908,11,dimensao_fora
117,68,2015-04-27,1,922,1,solda_fraca
118,49,2015-04-28,5,924,26,empacotamento_inadequado
119,95,2015-04-29,5,857,25,falha_eletrica
120,27,2015-04-30,4,946,28,solda_fraca
121,30,2015-05-01,4,934,12,solda_fraca
122,91,2015-05-02,1,823,15,dimensao_fora
123,30,2015-05-03,5,945,18,furo_incompleto
124,13,2015-05-04,5,832,28,solda_fraca
125,49,2015-05-05,3,857,6,empacotamento_inadequado
126,10,2015-05-06,2,800,22,bolhas_material
127,1,2015-05-07,3,984,18,solda_fraca
128,51,2015-05-08,5,880,19,dimensao_fora
129,70,2015-05-09,8,822,29,falha_superficie
130,19,2015-05-10,8,820,19,solda_fraca
131,45,2015-05-11,3,840,7,solda_fraca
132,1,2015-05-12,7,922,3,empacotamento_inadequado
133,90,2015-05-13,6,945,10,empacotamento_inadequado
134,40,2015-05-14,6,961,18,falha_superficie
135,13,2015-05-15,6,958,15,cor_incorreta
136,84,2015-05-16,3,836,19,cor_incorreta
137,29,2015-05-17,2,900,22,falha_eletrica
138,44,2015-05-18,2,935,9,falha_superficie
139,82,2015-05-19,5,871,15,empacotamento_inadequado
140,62,2015-05-20,2,957,7,bolhas_material
141,16,2015-05-21,1,862,28,falha_superficie
142,27,2015-05-22,2,934,27,falha_superficie
143,38,2015-05-23,1,830,14,dimensao_fora
144,40,2015-05-24,8,939,19,empacotamento_inadequado
145,67,2015-05-25,9,981,3,solda_fraca
146,8,2015-05-26,8,921,26,falha_eletrica
147,95,2015-05-27,2,954,17,solda_fraca
148,23,2015-05-28,5,825,5,empacotamento_inadequado
149,31,2015-05-29,8,956,24,solda_fraca
150,77,2015-05-30,5,812,22,empacotamento_inadequado
151,72,2015-05-31,3,912,15,empacotamento_inadequado
152,20,2015-06-01,6,986,12,empacotamento_inadequado
153,89,2015-06-02,8,964,6,empacotamento_inadequado
154,12,2015-06-03,7,905,18,furo_incompleto
155,35,2015-06-04,3,911,23,falha_superficie
156,62,2015-06-05,9,977,2,solda_fraca
157,48,2015-06-06,4,915,15,solda_fraca
158,48,2015-06-07,6,823,15,falha_superficie
159,10,2015-06-08,8,968,21,empacotamento_inadequado
160,86,2015-06-09,3,987,23,empacotamento_inadequado
161,28,2015-06-10,4,954,9,falha_eletrica
162,32,2015-06-11,6,886,10,cor_incorreta
163,79,2015-06-12,1,802,15,solda_fraca
164,47,2015-06-13,3,984,29,solda_fraca
165,52,2015-06-14,1,845,19,bolhas_material
166,66,2015-06-15,2,843,25,bolhas_material
167,15,2015-06-16,6,870,19,falha_superficie
168,73,2015-06-17,2,887,12,bolhas_material
169,3,2015-06-18,7,967,22,bolhas_material
170,45,2015-06-19,6,948,15,empacotamento_inadequado
171,66,2015-06-20,2,855,18,furo_incompleto
172,6,2015-06-21,9,802,11,falha_superficie
173,57,2015-06-22,8,925,12,bolhas_material
174,91,2015-06-23,2,848,19,empacotamento_inadequado
175,71,2015-06-24,5,935,16,falha_superficie
176,95,2015-06-25,5,863,27,falha_eletrica
177,70,2015-06-26,4,807,25,furo_incompleto
178,80,2015-06-27,2,979,15,dimensao_fora
179,93,2015-06-28,2,814,6,empacotamento_inadequado
180,15,2015-06-29,8,972,1,bolhas_material
181,34,2015-06-30,4,886,23,cor_incorreta
182,56,2015-07-01,3,880,12,falha_eletrica
183,37,2015-07-02,5,837,13,cor_incorreta
184,27,2015-07-03,6,821,1,empacotamento_inadequado
185,40,2015-07-04,3,868,18,dimensao_fora
186,41,2015-07-05,9,879,15,empacotamento_inadequado
187,94,2015-07-06,8,900,5,bolhas_material
188,54,2015-07-07,9,939,15,empacotamento_inadequado
189,57,2015-07-08,1,868,17,empacotamento_inadequado
190,92,2015-07-09,7,973,3,empacotamento_inadequado
191,83,2015-07-10,4,929,25,falha_superficie
192,33,2015-07-11,1,980,9,furo_incompleto
193,6,2015-07-12,7,805,1,bolhas_material
194,10,2015-07-13,8,818,10,furo_incompleto
195,41,2015-07-14,9,820,2,solda_fraca
196,12,2015-07-15,5,924,3,cor_incorreta
197,83,2015-07-16,4,817,18,dimensao_fora
198,29,2015-07-17,7,835,16,falha_eletrica
199,86,2015-07-18,6,807,29,falha_eletrica
200,99,2015-07-19,8,821,11,empacotamento_inadequado
201,87,2015-07-20,9,976,7,dimensao_fora
202,94,2015-07-21,2,824,10,cor_incorreta
203,29,2015-07-22,8,810,28,solda_fraca
204,67,2015-07-23,6,989,12,furo_incompleto
205,63,2015-07-24,5,810,27,furo_incompleto
206,58,2015-07-25,7,881,17,dimensao_fora
207,42,2015-07-26,3,954,0,falha_eletrica
208,91,2015-07-27,8,832,20,furo_incompleto
209,76,2015-07-28,9,875,17,cor_incorreta
210,37,2015-07-29,3,875,15,falha_superficie
211,50,2015-07-30,8,852,5,empacotamento_inadequado
212,19,2015-07-31,9,841,25,empacotamento_inadequado
213,93,2015-08-01,1,870,19,dimensao_fora
214,52,2015-08-02,3,902,11,falha_eletrica
215,72,2015-08-03,9,990,14,bolhas_material
216,88,2015-08-04,4,834,28,empacotamento_inadequado
217,12,2015-08-05,2,835,10,cor_incorreta
218,9,2015-08-06,2,883,25,empacotamento_inadequado
219,92,2015-08-07,1,893,17,bolhas_material
220,34,2015-08-08,9,824,4,dimensao_fora
221,60,2015-08-09,6,962,6,cor_incorreta
222,6,2015-08-10,6,978,5,cor_incorreta
223,86,2015-08-11,6,831,15,dimensao_fora
224,29,2015-08-12,8,999,2,falha_superficie
225,17,2015-08-13,9,915,19,furo_incompleto
226,78,2015-08-14,3,879,29,bolhas_material
227,56,2015-08-15,7,944,16,furo_incompleto
228,85,2015-08-16,4,885,10,cor_incorreta
229,11,2015-08-17,4,907,27,bolhas_material
230,62,2015-08-18,6,991,18,empacotamento_inadequado
231,16,2015-08-19,9,914,16,dimensao_fora
232,34,2015-08-20,8,913,6,solda_fraca
233,30,2015-08-21,7,948,0,cor_incorreta
234,14,2015-08-22,8,977,21,furo_incompleto
235,5,2015-08-23,4,966,16,empacotamento_inadequado
236,9,2015-08-24,1,808,14,falha_superficie
237,82,2015-08-25,4,899,20,falha_eletrica
238,93,2015-08-26,4,906,8,bolhas_material
239,42,2015-08-27,8,921,5,falha_superficie
240,35,2015-08-28,2,823,17,dimensao_fora
241,34,2015-08-29,3,985,27,falha_eletrica
242,2,2015-08-30,5,822,9,falha_superficie
243,51,2015-08-31,2,827,13,dimensao_fora
244,45,2015-09-01,7,929,17,falha_eletrica
245,83,2015-09-02,8,838,14,dimensao_fora
246,13,2015-09-03,7,923,28,solda_fraca
247,58,2015-09-04,8,902,21,bolhas_material
248,47,2015-09-05,4,800,17,bolhas_material
249,63,2015-09-06,7,817,28,falha_superficie
250,3,2015-09-07,5,901,3,empacotamento_inadequado
251,51,2015-09-08,6,824,23,bolhas_material
252,43,2015-09-09,5,896,10,bolhas_material
253,84,2015-09-10,7,932,24,falha_superficie
254,70,2015-09-11,2,919,20,falha_eletrica
255,33,2015-09-12,7,937,16,dimensao_fora
256,83,2015-09-13,8,905,29,dimensao_fora
257,10,2015-09-14,9,951,23,bolhas_material
258,47,2015-09-15,1,886,27,solda_fraca
259,77,2015-09-16,4,886,3,bolhas_material
260,65,2015-09-17,8,948,14,empacotamento_inadequado
261,50,2015-09-18,7,954,14,bolhas_material
262,31,2015-09-19,6,889,0,cor_incorreta
263,73,2015-09-20,9,958,25,furo_incompleto
264,15,2015-09-21,7,802,26,bolhas_material
265,77,2015-09-22,8,907,5,furo_incompleto
266,59,2015-09-23,4,910,9,solda_fraca
267,10,2015-09-24,1,991,1,cor_incorreta
268,88,2015-09-25,5,845,2,falha_eletrica
269,38,2015-09-26,9,920,10,bolhas_material
270,96,2015-09-27,4,880,3,solda_fraca
271,1,2015-09-28,2,999,15,solda_fraca
272,84,2015-09-29,4,953,15,falha_superficie
273,46,2015-09-30,4,819,28,dimensao_fora
274,85,2015-10-01,2,916,28,solda_fraca
275,52,2015-10-02,8,973,15,falha_eletrica
276,4,2015-10-03,1,962,29,furo_incompleto
277,1,2015-10-04,1,984,25,solda_fraca
278,28,2015-10-05,5,824,10,bolhas_material
279,85,2015-10-06,6,846,15,falha_eletrica
280,70,2015-10-07,4,950,3,cor_incorreta
281,69,2015-10-08,3,892,27,solda_fraca
282,23,2015-10-09,6,901,6,dimensao_fora
283,81,2015-10-10,8,912,5,cor_incorreta
284,4,2015-10-11,9,895,15,falha_eletrica
285,82,2015-10-12,4,856,6,solda_fraca
286,59,2015-10-13,9,964,2,bolhas_material
287,89,2015-10-14,8,873,28,falha_superficie
288,15,2015-10-15,7,856,27,falha_eletrica
289,96,2015-10-16,8,933,19,cor_incorreta
290,76,2015-10-17,2,850,10,cor_incorreta
291,93,2015-10-18,7,833,22,bolhas_material
292,77,2015-10-19,5,988,21,dimensao_fora
293,24,2015-10-20,7,949,16,furo_incompleto
294,33,2015-10-21,3,877,28,furo_incompleto
295,11,2015-10-22,6,996,21,empacotamento_inadequado
296,3,2015-10-23,9,962,25,falha_superficie
297,48,2015-10-24,5,944,19,bolhas_material
298,95,2015-10-25,2,827,2,solda_fraca
299,56,2015-10-26,4,950,7,cor_incorreta
300,54,2015-10-27,8,926,22,bolhas_material
301,88,2015-10-28,4,996,29,falha_eletrica
302,81,2015-10-29,9,827,25,falha_superficie
303,96,2015-10-30,5,857,2,bolhas_material
304,95,2015-10-31,1,877,22,dimensao_fora
305,10,2015-11-01,2,915,26,empacotamento_inadequado
306,4,2015-11-02,7,929,5,falha_eletrica
307,98,2015-11-03,2,817,2,dimensao_fora
308,63,2015-11-04,9,960,16,solda_fraca
309,12,2015-11-05,1,914,23,solda_fraca
310,52,2015-11-06,3,853,0,solda_fraca
311,29,2015-11-07,4,920,4,solda_fraca
312,99,2015-11-08,8,896,17,falha_eletrica
313,89,2015-11-09,5,968,5,dimensao_fora
314,4,2015-11-10,9,962,0,solda_fraca
315,74,2015-11-11,6,899,8,falha_superficie
316,50,2015-11-12,6,899,21,empacotamento_inadequado
317,2,2015-11-13,2,821,12,falha_superficie
318,34,2015-11-14,9,964,7,solda_fraca
319,27,2015-11-15,5,927,7,bolhas_material
320,20,2015-11-16,9,924,5,furo_incompleto
321,65,2015-11-17,1,925,23,furo_incompleto
322,55,2015-11-18,1,895,10,falha_eletrica
323,14,2015-11-19,2,949,2,cor_incorreta
324,8,2015-11-20,1,887,0,dimensao_fora
325,43,2015-11-21,5,929,5,bolhas_material
326,73,2015-11-22,5,826,22,empacotamento_inadequado
327,56,2015-11-23,2,867,8,bolhas_material
328,71,2015-11-24,5,902,10,cor_incorreta
329,6,2015-11-25,5,956,11,bolhas_material
330,93,2015-11-26,7,842,29,furo_incompleto
331,31,2015-11-27,5,941,15,bolhas_material
332,49,2015-11-28,8,800,9,bolhas_material
333,13,2015-11-29,7,885,8,empacotamento_inadequado
334,5,2015-11-30,3,897,0,solda_fraca
335,95,2015-12-01,4,963,12,falha_eletrica
336,19,2015-12-02,7,878,23,empacotamento_inadequado
337,80,2015-12-03,8,878,29,solda_fraca
338,82,2015-12-04,6,842,26,falha_eletrica
339,63,2015-12-05,8,895,12,bolhas_material
340,31,2015-12-06,8,893,23,furo_incompleto
341,26,2015-12-07,5,930,16,empacotamento_inadequado
342,29,2015-12-08,5,802,5,solda_fraca
343,62,2015-12-09,4,924,18,cor_incorreta
344,30,2015-12-10,3,867,21,falha_eletrica
345,10,2015-12-11,8,821,12,bolhas_material
346,6,2015-12-12,4,853,13,falha_superficie
347,89,2015-12-13,6,886,1,falha_superficie
348,63,2015-12-14,3,800,28,falha_superficie
349,74,2015-12-15,6,866,14,falha_superficie
350,15,2015-12-16,4,805,4,bolhas_material
351,42,2015-12-17,2,803,9,solda_fraca
352,24,2015-12-18,9,933,4,cor_incorreta
353,32,2015-12-19,4,906,23,falha_superficie
354,8,2015-12-20,5,975,26,dimensao_fora
355,7,2015-12-21,9,935,27,dimensao_fora
356,57,2015-12-22,2,894,3,cor_incorreta
357,63,2015-12-23,3,929,2,furo_incompleto
358,1,2015-12-24,8,846,13,furo_incompleto
359,20,2015-12-25,2,834,21,cor_incorreta
360,24,2015-12-26,7,862,17,bolhas_material
361,53,2015-12-27,8,837,27,cor_incorreta
362,82,2015-12-28,9,869,1,cor_incorreta
363,47,2015-12-29,9,881,20,dimensao_fora
364,47,2015-12-30,6,868,23,furo_incompleto
365,38,2015-12-31,5,905,25,solda_fraca
366,33,2016-01-01,1,898,23,dimensao_fora
367,18,2016-01-02,9,954,6,empacotamento_inadequado
368,27,2016-01-03,2,923,13,cor_incorreta
369,94,2016-01-04,8,965,5,dimensao_fora
370,67,2016-01-05,9,989,29,solda_fraca
371,51,2016-01-06,9,970,2,empacotamento_inadequado
372,88,2016-01-07,6,979,27,bolhas_material
373,71,2016-01-08,6,994,20,furo_incompleto
374,33,2016-01-09,1,809,4,falha_eletrica
375,56,2016-01-10,1,816,13,solda_fraca
376,70,2016-01-11,6,834,8,bolhas_material
377,27,2016-01-12,3,926,26,bolhas_material
378,99,2016-01-13,1,844,29,cor_incorreta
379,16,2016-01-14,7,988,14,dimensao_fora
380,51,2016-01-15,5,845,2,solda_fraca
381,37,2016-01-16,4,893,26,empacotamento_inadequado
382,63,2016-01-17,8,965,21,bolhas_material
383,21,2016-01-18,9,925,12,dimensao_fora
384,64,2016-01-19,6,832,18,furo_incompleto
385,83,2016-01-20,4,870,1,solda_fraca
386,24,2016-01-21,3,809,1,furo_incompleto
387,91,2016-01-22,6,806,16,empacotamento_inadequado
388,5,2016-01-23,8,924,19,empacotamento_inadequado
389,88,2016-01-24,4,811,11,dimensao_fora
390,66,2016-01-25,1,921,19,falha_superficie
391,10,2016-01-26,4,927,1,dimensao_fora
392,1,2016-01-27,1,973,16,solda_fraca
393,34,2016-01-28,3,962,10,dimensao_fora
394,86,2016-01-29,9,871,8,furo_incompleto
395,5,2016-01-30,8,910,2,falha_superficie
396,67,2016-01-31,2,921,24,solda_fraca
397,73,2016-02-01,8,886,26,furo_incompleto
398,7,2016-02-02,5,960,2,empacotamento_inadequado
399,88,2016-02-03,9,807,19,dimensao_fora
400,15,2016-02-04,6,919,1,falha_superficie
401,59,2016-02-05,7,858,28,solda_fraca
402,34,2016-02-06,1,999,25,falha_eletrica
403,86,2016-02-07,6,947,29,falha_superficie
404,34,2016-02-08,5,911,21,bolhas_material
405,82,2016-02-09,3,810,0,bolhas_material
406,87,2016-02-10,8,884,22,dimensao_fora
407,2,2016-02-11,3,849,1,furo_incompleto
408,93,2016-02-12,4,921,17,falha_superficie
409,11,2016-02-13,3,807,28,dimensao_fora
410,18,2016-02-14,1,853,21,falha_superficie
411,32,2016-02-15,2,824,11,bolhas_material
412,3,2016-02-16,3,966,28,solda_fraca
413,2,2016-02-17,1,855,6,cor_incorreta
414,91,2016-02-18,1,970,28,empacotamento_inadequado
415,26,2016-02-19,6,852,16,falha_superficie
416,40,2016-02-20,6,877,2,furo_incompleto
417,21,2016-02-21,8,940,15,falha_superficie
418,24,2016-02-22,3,904,20,dimensao_fora
419,75,2016-02-23,9,943,3,falha_superficie
420,70,2016-02-24,1,892,24,falha_eletrica
421,89,2016-02-25,3,830,25,empacotamento_inadequado
422,33,2016-02-26,5,825,18,solda_fraca
423,19,2016-02-27,4,926,2,dimensao_fora
424,44,2016-02-28,6,831,8,empacotamento_inadequado
425,71,2016-02-29,8,908,4,falha_eletrica
426,70,2016-03-01,9,983,23,falha_superficie
427,73,2016-03-02,3,834,4,bolhas_material
428,71,2016-03-03,6,920,21,furo_incompleto
429,1,2016-03-04,6,929,25,falha_eletrica
430,2,2016-03-05,5,907,21,solda_fraca
431,65,2016-03-06,6,832,17,solda_fraca
432,71,2016-03-07,7,951,28,dimensao_fora
433,60,2016-03-08,3,860,19,bolhas_material
434,31,2016-03-09,2,800,21,falha_eletrica
435,74,2016-03-10,4,890,20,bolhas_material
436,31,2016-03-11,9,881,10,solda_fraca
437,70,2016-03-12,2,803,14,solda_fraca
438,86,2016-03-13,9,851,21,falha_superficie
439,74,2016-03-14,1,880,3,solda_fraca
440,63,2016-03-15,8,880,11,falha_superficie
441,96,2016-03-16,8,916,16,furo_incompleto
442,35,2016-03-17,9,884,9,cor_incorreta
443,35,2016-03-18,8,914,19,falha_eletrica
444,80,2016-03-19,5,825,25,bolhas_material
445,44,2016-03-20,9,906,28,cor_incorreta
446,70,2016-03-21,5,862,0,solda_fraca
447,13,2016-03-22,6,884,4,solda_fraca
448,73,2016-03-23,3,944,1,bolhas_material
449,57,2016-03-24,2,898,5,furo_incompleto
450,83,2016-03-25,5,866,27,solda_fraca
451,77,2016-03-26,7,886,8,bolhas_material
452,35,2016-03-27,2,840,8,falha_eletrica
453,62,2016-03-28,9,994,27,falha_superficie
454,26,2016-03-29,6,800,21,solda_fraca
455,13,2016-03-30,8,905,18,solda_fraca
456,99,2016-03-31,2,854,4,dimensao_fora
457,21,2016-04-01,8,805,15,solda_fraca
458,89,2016-04-02,3,950,15,empacotamento_inadequado
459,60,2016-04-03,9,899,18,falha_eletrica
460,26,2016-04-04,2,850,5,falha_superficie
461,23,2016-04-05,7,911,17,furo_incompleto
462,67,2016-04-06,9,931,18,falha_superficie
463,93,2016-04-07,3,805,16,falha_eletrica
464,40,2016-04-08,2,881,25,bolhas_material
465,6,2016-04-09,5,922,0,bolhas_material
466,85,2016-04-10,4,863,12,falha_superficie
467,55,2016-04-11,3,863,0,falha_eletrica
468,34,2016-04-12,8,916,20,cor_incorreta
469,84,2016-04-13,8,938,15,falha_superficie
470,47,2016-04-14,3,918,14,furo_incompleto
471,65,2016-04-15,3,813,23,furo_incompleto
472,15,2016-04-16,6,924,18,cor_incorreta
473,78,2016-04-17,3,993,9,dimensao_fora
474,64,2016-04-18,9,819,14,falha_superficie
475,40,2016-04-19,5,971,4,solda_fraca
476,58,2016-04-20,3,896,9,cor_incorreta
477,62,2016-04-21,7,890,2,bolhas_material
478,11,2016-04-22,2,983,11,falha_eletrica
479,80,2016-04-23,2,979,4,solda_fraca
480,25,2016-04-24,6,985,19,falha_superficie
481,19,2016-04-25,4,972,6,cor_incorreta
482,13,2016-04-26,7,933,19,bolhas_material
483,63,2016-04-27,7,884,6,dimensao_fora
484,14,2016-04-28,2,887,11,falha_eletrica
485,84,2016-04-29,6,886,8,falha_eletrica
486,92,2016-04-30,5,838,24,falha_superficie
487,57,2016-05-01,7,959,13,empacotamento_inadequado
488,36,2016-05-02,4,906,9,falha_eletrica
489,21,2016-05-03,8,867,19,dimensao_fora
490,99,2016-05-04,6,898,10,empacotamento_inadequado
491,7,2016-05-05,5,930,22,bolhas_material
492,44,2016-05-06,9,842,8,falha_eletrica
493,58,2016-05-07,4,890,17,bolhas_material
494,38,2016-05-08,3,904,0,bolhas_material
495,53,2016-05-09,8,950,14,falha_eletrica
496,71,2016-05-10,5,815,15,solda_fraca
497,19,2016-05-11,7,969,14,cor_incorreta
498,44,2016-05-12,6,858,18,dimensao_fora
499,90,2016-05-13,5,817,3,solda_fraca
500,73,2016-05-14,1,830,25,cor_incorreta
501,19,2016-05-15,8,985,2,falha_superficie
502,22,2016-05-16,1,828,8,bolhas_material
503,17,2016-05-17,5,904,0,falha_eletrica
504,71,2016-05-18,2,811,29,solda_fraca
505,26,2016-05-19,4,809,3,solda_fraca
506,74,2016-05-20,2,977,26,falha_superficie
507,96,2016-05-21,4,956,23,solda_fraca
508,27,2016-05-22,4,880,20,furo_incompleto
509,15,2016-05-23,5,978,17,empacotamento_inadequado
510,20,2016-05-24,7,881,22,empacotamento_inadequado
511,33,2016-05-25,2,880,16,dimensao_fora
512,75,2016-05-26,6,829,15,falha_superficie
513,50,2016-05-27,4,844,17,dimensao_fora
514,16,2016-05-28,7,836,29,furo_incompleto
515,8,2016-05-29,5,840,6,bolhas_material
516,67,2016-05-30,5,875,10,solda_fraca
517,3,2016-05-31,3,916,29,furo_incompleto
518,70,2016-06-01,2,862,18,bolhas_material
519,40,2016-06-02,1,813,21,solda_fraca
520,76,2016-06-03,8,931,8,furo_incompleto
521,12,2016-06-04,1,970,28,solda_fraca
522,97,2016-06-05,4,882,6,bolhas_material
523,1,2016-06-06,7,876,15,empacotamento_inadequado
524,30,2016-06-07,2,862,16,falha_eletrica
525,28,2016-06-08,8,922,11,furo_incompleto
526,14,2016-06-09,3,971,13,falha_superficie
527,84,2016-06-10,2,923,18,furo_incompleto
528,2,2016-06-11,5,928,13,solda_fraca
529,48,2016-06-12,6,944,2,bolhas_material
530,28,2016-06-13,3,869,25,solda_fraca
531,98,2016-06-14,7,819,11,dimensao_fora
532,12,2016-06-15,4,919,9,furo_incompleto
533,75,2016-06-16,2,875,17,furo_incompleto
534,73,2016-06-17,1,876,22,dimensao_fora
535,31,2016-06-18,5,972,11,falha_eletrica
536,56,2016-06-19,1,985,16,solda_fraca
537,21,2016-06-20,2,994,24,falha_eletrica
538,20,2016-06-21,2,855,11,dimensao_fora
539,28,2016-06-22,6,930,24,empacotamento_inadequado
540,69,2016-06-23,4,823,7,furo_incompleto
541,81,2016-06-24,8,804,18,solda_fraca
542,63,2016-06-25,8,995,19,dimensao_fora
543,19,2016-06-26,7,825,29,dimensao_fora
544,71,2016-06-27,9,909,20,dimensao_fora
545,14,2016-06-28,5,824,8,falha_superficie
546,88,2016-06-29,6,847,5,dimensao_fora
547,50,2016-06-30,7,991,15,furo_incompleto
548,13,2016-07-01,3,981,27,empacotamento_inadequado
549,61,2016-07-02,7,927,29,empacotamento_inadequado
550,20,2016-07-03,9,851,28,dimensao_fora
551,53,2016-07-04,2,990,1,cor_incorreta
552,13,2016-07-05,9,902,11,dimensao_fora
553,2,2016-07-06,2,893,22,bolhas_material
554,93,2016-07-07,6,825,23,bolhas_material
555,63,2016-07-08,6,814,2,dimensao_fora
556,71,2016-07-09,9,886,0,solda_fraca
