parada_id,maquina_id,hora_inicio_parada,hora_fim_parada,motivo_parada,data_registro
61,1,2025-10-11 17:22:00,2025-10-11 18:25:00,manutencao_preventiva,2025-10-11 17:22:00
62,1,2024-07-01 05:46:00,2024-07-01 07:44:00,manutencao_preventiva,2024-07-01 05:46:00
63,2,2023-10-18 16:16:00,2023-10-18 16:37:00,falha_mecanica,2023-10-18 16:16:00
64,4,2021-09-16 20:31:00,2021-09-16 22:15:00,falha_eletrica,2021-09-16 20:31:00
65,2,2024-06-24 07:04:00,2024-06-24 07:37:00,falha_mecanica,2024-06-24 07:04:00
66,1,2022-07-01 09:38:00,2022-07-01 09:46:00,manutencao_preventiva,2022-07-01 09:38:00
67,3,2021-05-13 19:14:00,2021-05-13 19:43:00,falha_mecanica,2021-05-13 19:14:00
68,1,2025-03-27 16:50:00,2025-03-27 18:23:00,falha_eletrica,2025-03-27 16:50:00
69,4,2025-09-25 16:06:00,2025-09-25 17:27:00,manutencao_preventiva,2025-09-25 16:06:00
70,3,2023-04-07 16:37:00,2023-04-07 16:55:00,falha_eletrica,2023-04-07 16:37:00
71,2,2022-09-02 11:57:00,2022-09-02 13:32:00,manutencao_preventiva,2022-09-02 11:57:00
72,3,2025-11-21 02:05:00,2025-11-21 02:27:00,ajuste_operador,2025-11-21 02:05:00
73,3,2022-08-03 05:14:00,2022-08-03 05:22:00,falha_mecanica,2022-08-03 05:14:00
74,5,2024-07-25 03:27:00,2024-07-25 04:19:00,manutencao_preventiva,2024-07-25 03:27:00
75,1,2025-05-11 11:00:00,2025-05-11 12:53:00,falha_eletrica,2025-05-11 11:00:00
76,1,2023-07-11 05:52:00,2023-07-11 06:20:00,falha_mecanica,2023-07-11 05:52:00
77,3,2021-09-07 07:29:00,2021-09-07 07:57:00,falha_mecanica,2021-09-07 07:29:00
78,3,2022-11-15 16:17:00,2022-11-15 16:54:00,ajuste_operador,2022-11-15 16:17:00
79,4,2022-10-19 13:57:00,2022-10-19 14:42:00,ajuste_operador,2022-10-19 13:57:00
80,2,2021-04-28 05:35:00,2021-04-28 06:56:00,falha_eletrica,2021-04-28 05:35:00
81,1,2024-01-01 04:16:00,2024-01-01 05:54:00,ajuste_operador,2024-01-01 04:16:00
82,1,2025-08-25 16:58:00,2025-08-25 18:00:00,falha_eletrica,2025-08-25 16:58:00
83,2,2023-01-26 16:22:00,2023-01-26 16:37:00,falha_eletrica,2023-01-26 16:22:00
84,2,2021-03-06 18:14:00,2021-03-06 19:49:00,manutencao_preventiva,2021-03-06 18:14:00
85,2,2021-12-08 18:08:00,2021-12-08 18:33:00,ajuste_operador,2021-12-08 18:08:00
86,1,2023-10-03 22:05:00,2023-10-03 22:42:00,falha_eletrica,2023-10-03 22:05:00
87,1,2024-04-09 10:56:00,2024-04-09 12:08:00,manutencao_preventiva,2024-04-09 10:56:00
88,4,2021-06-10 06:57:00,2021-06-10 07:17:00,falha_mecanica,2021-06-10 06:57:00
89,1,2021-09-28 11:46:00,2021-09-28 13:35:00,ajuste_operador,2021-09-28 11:46:00
90,3,2023-04-18 18:28:00,2023-04-18 19:32:00,falha_eletrica,2023-04-18 18:28:00
91,1,2021-05-16 14:17:00,2021-05-16 14:48:00,falha_mecanica,2021-05-16 14:17:00
92,3,2025-10-11 15:29:00,2025-10-11 16:44:00,ajuste_operador,2025-10-11 15:29:00
93,3,2023-07-27 11:31:00,2023-07-27 12:47:00,manutencao_preventiva,2023-07-27 11:31:00
94,5,2022-02-15 23:06:00,2022-02-15 23:37:00,falha_eletrica,2022-02-15 23:06:00
95,5,2024-10-29 17:10:00,2024-10-29 19:05:00,ajuste_operador,2024-10-29 17:10:00
96,1,2025-01-06 06:10:00,2025-01-06 07:34:00,falha_mecanica,2025-01-06 06:10:00
97,4,2024-12-02 07:18:00,2024-12-02 07:43:00,falha_eletrica,2024-12-02 07:18:00
98,2,2025-10-15 14:27:00,2025-10-15 15:50:00,ajuste_operador,2025-10-15 14:27:00
99,1,2022-06-15 10:47:00,2022-06-15 12:30:00,falha_mecanica,2022-06-15 10:47:00
100,3,2021-11-19 11:57:00,2021-11-19 12:53:00,falha_eletrica,2021-11-19 11:57:00
101,5,2021-01-02 17:29:00,2021-01-02 19:10:00,manutencao_preventiva,2021-01-02 17:29:00
102,1,2022-11-15 06:48:00,2022-11-15 08:44:00,ajuste_operador,2022-11-15 06:48:00
103,2,2024-12-12 21:40:00,2024-12-12 23:12:00,ajuste_operador,2024-12-12 21:40:00
104,1,2021-04-08 16:54:00,2021-04-08 18:18:00,falha_eletrica,2021-04-08 16:54:00
105,5,2023-11-08 20:39:00,2023-11-08 21:10:00,falha_mecanica,2023-11-08 20:39:00
106,1,2024-02-14 05:45:00,2024-02-14 06:01:00,falha_eletrica,2024-02-14 05:45:00
107,1,2024-09-23 04:59:00,2024-09-23 06:22:00,ajuste_operador,2024-09-23 04:59:00
108,2,2025-01-12 10:48:00,2025-01-12 10:53:00,falha_eletrica,2025-01-12 10:48:00
109,4,2021-11-27 05:35:00,2021-11-27 07:09:00,manutencao_preventiva,2021-11-27 05:35:00
110,1,2023-08-22 11:42:00,2023-08-22 13:15:00,falha_eletrica,2023-08-22 11:42:00
111,1,2021-04-11 05:43:00,2021-04-11 06:41:00,ajuste_operador,2021-04-11 05:43:00
112,1,2024-06-21 00:28:00,2024-06-21 01:14:00,falha_eletrica,2024-06-21 00:28:00
113,2,2024-06-12 03:39:00,2024-06-12 05:06:00,falha_eletrica,2024-06-12 03:39:00
114,5,2024-02-23 11:00:00,2024-02-23 11:59:00,ajuste_operador,2024-02-23 11:00:00
115,4,2024-07-22 00:03:00,2024-07-22 01:41:00,manutencao_preventiva,2024-07-22 00:03:00
116,1,2025-08-08 20:33:00,2025-08-08 21:52:00,falha_eletrica,2025-08-08 20:33:00
117,3,2022-10-20 20:57:00,2022-10-20 21:53:00,ajuste_operador,2022-10-20 20:57:00
118,3,2024-07-29 17:10:00,2024-07-29 19:04:00,manutencao_preventiva,2024-07-29 17:10:00
119,3,2025-04-02 11:32:00,2025-04-02 12:49:00,falha_mecanica,2025-04-02 11:32:00
120,5,2023-08-06 13:29:00,2023-08-06 14:02:00,falha_eletrica,2023-08-06 13:29:00
121,5,2025-04-22 23:33:00,2025-04-22 23:46:00,ajuste_operador,2025-04-22 23:33:00
122,2,2022-06-27 04:52:00,2022-06-27 05:09:00,falha_eletrica,2022-06-27 04:52:00
123,1,2024-05-22 19:45:00,2024-05-22 20:14:00,ajuste_operador,2024-05-22 19:45:00
124,3,2021-11-16 10:52:00,2021-11-16 11:21:00,ajuste_operador,2021-11-16 10:52:00
125,4,2022-02-21 08:34:00,2022-02-21 10:25:00,ajuste_operador,2022-02-21 08:34:00
126,4,2023-01-13 01:20:00,2023-01-13 02:59:00,manutencao_preventiva,2023-01-13 01:20:00
127,5,2025-09-01 15:51:00,2025-09-01 16:43:00,ajuste_operador,2025-09-01 15:51:00
128,2,2022-09-11 19:01:00,2022-09-11 19:32:00,ajuste_operador,2022-09-11 19:01:00
129,2,2025-12-21 15:16:00,2025-12-21 16:43:00,manutencao_preventiva,2025-12-21 15:16:00
130,3,2022-02-13 18:43:00,2022-02-13 20:18:00,falha_mecanica,2022-02-13 18:43:00
131,4,2024-10-26 13:38:00,2024-10-26 15:28:00,falha_mecanica,2024-10-26 13:38:00
132,3,2025-08-10 20:57:00,2025-08-10 22:00:00,ajuste_operador,2025-08-10 20:57:00
133,2,2021-03-12 05:52:00,2021-03-12 07:26:00,manutencao_preventiva,2021-03-12 05:52:00
134,2,2025-08-19 06:32:00,2025-08-19 07:31:00,ajuste_operador,2025-08-19 06:32:00
135,1,2021-06-08 19:41:00,2021-06-08 20:13:00,manutencao_preventiva,2021-06-08 19:41:00
136,4,2024-11-16 14:00:00,2024-11-16 14:05:00,ajuste_operador,2024-11-16 14:00:00
137,1,2021-10-23 12:11:00,2021-10-23 13:20:00,manutencao_preventiva,2021-10-23 12:11:00
138,2,2024-09-07 07:16:00,2024-09-07 08:57:00,manutencao_preventiva,2024-09-07 07:16:00
139,2,2024-04-28 21:48:00,2024-04-28 23:44:00,falha_eletrica,2024-04-28 21:48:00
140,5,2021-08-14 15:16:00,2021-08-14 15:52:00,manutencao_preventiva,2021-08-14 15:16:00
141,2,2025-12-11 03:15:00,2025-12-11 03:44:00,ajuste_operador,2025-12-11 03:15:00
142,3,2021-06-18 05:50:00,2021-06-18 06:40:00,falha_eletrica,2021-06-18 05:50:00
143,4,2021-05-13 18:28:00,2021-05-13 19:17:00,falha_mecanica,2021-05-13 18:28:00
144,4,2021-07-20 05:28:00,2021-07-20 06:45:00,falha_mecanica,2021-07-20 05:28:00
145,3,2022-10-05 04:11:00,2022-10-05 05:08:00,falha_mecanica,2022-10-05 04:11:00
146,4,2022-08-22 19:40:00,2022-08-22 20:18:00,manutencao_preventiva,2022-08-22 19:40:00
147,5,2025-11-25 02:47:00,2025-11-25 04:47:00,manutencao_preventiva,2025-11-25 02:47:00
148,4,2022-12-13 19:11:00,2022-12-13 20:55:00,ajuste_operador,2022-12-13 19:11:00
149,4,2025-03-15 04:21:00,2025-03-15 04:35:00,ajuste_operador,2025-03-15 04:21:00
150,4,2023-03-24 09:05:00,2023-03-24 09:27:00,ajuste_operador,2023-03-24 09:05:00
151,2,2025-03-01 06:50:00,2025-03-01 07:37:00,ajuste_operador,2025-03-01 06:50:00
152,2,2022-08-30 09:32:00,2022-08-30 11:03:00,falha_mecanica,2022-08-30 09:32:00
153,5,2021-05-10 23:04:00,2021-05-11 01:00:00,manutencao_preventiva,2021-05-10 23:04:00
154,3,2023-05-21 20:07:00,2023-05-21 21:21:00,ajuste_operador,2023-05-21 20:07:00
155,3,2023-12-28 07:07:00,2023-12-28 08:22:00,falha_eletrica,2023-12-28 07:07:00
156,2,2024-04-18 05:52:00,2024-04-18 07:33:00,falha_mecanica,2024-04-18 05:52:00
157,5,2024-08-07 12:25:00,2024-08-07 14:22:00,falha_eletrica,2024-08-07 12:25:00
158,3,2021-11-21 18:42:00,2021-11-21 20:03:00,ajuste_operador,2021-11-21 18:42:00
159,2,2021-08-20 11:12:00,2021-08-20 12:04:00,falha_mecanica,2021-08-20 11:12:00
160,5,2023-04-25 02:09:00,2023-04-25 03:00:00,ajuste_operador,2023-04-25 02:09:00
161,3,2023-07-10 13:58:00,2023-07-10 14:53:00,ajuste_operador,2023-07-10 13:58:00
162,4,2024-04-07 19:54:00,2024-04-07 21:02:00,manutencao_preventiva,2024-04-07 19:54:00
163,3,2022-07-13 11:54:00,2022-07-13 13:19:00,falha_eletrica,2022-07-13 11:54:00
164,3,2023-04-08 18:02:00,2023-04-08 18:26:00,ajuste_operador,2023-04-08 18:02:00
165,3,2024-01-14 06:22:00,2024-01-14 08:04:00,falha_mecanica,2024-01-14 06:22:00
166,5,2025-08-06 20:03:00,2025-08-06 21:50:00,falha_mecanica,2025-08-06 20:03:00
167,2,2023-06-23 11:01:00,2023-06-23 12:10:00,falha_mecanica,2023-06-23 11:01:00
168,1,2024-04-14 01:13:00,2024-04-14 03:12:00,falha_mecanica,2024-04-14 01:13:00
169,4,2025-06-23 05:04:00,2025-06-23 06:09:00,falha_eletrica,2025-06-23 05:04:00
170,5,2025-11-23 01:37:00,2025-11-23 02:20:00,manutencao_preventiva,2025-11-23 01:37:00
171,5,2022-03-10 20:59:00,2022-03-10 22:11:00,falha_eletrica,2022-03-10 20:59:00
172,4,2023-06-12 12:04:00,2023-06-12 13:22:00,ajuste_operador,2023-06-12 12:04:00
173,3,2024-06-17 01:48:00,2024-06-17 03:13:00,manutencao_preventiva,2024-06-17 01:48:00
174,2,2024-05-08 18:25:00,2024-05-08 19:26:00,ajuste_operador,2024-05-08 18:25:00
175,1,2025-07-02 10:59:00,2025-07-02 11:54:00,ajuste_operador,2025-07-02 10:59:00
176,5,2023-06-28 19:54:00,2023-06-28 20:32:00,manutencao_preventiva,2023-06-28 19:54:00
177,3,2024-12-18 21:52:00,2024-12-18 23:39:00,manutencao_preventiva,2024-12-18 21:52:00
178,3,2024-05-14 13:43:00,2024-05-14 14:29:00,falha_eletrica,2024-05-14 13:43:00
179,3,2023-08-06 02:27:00,2023-08-06 04:27:00,manutencao_preventiva,2023-08-06 02:27:00
180,4,2021-05-31 18:55:00,2021-05-31 19:33:00,manutencao_preventiva,2021-05-31 18:55:00
181,1,2023-02-05 23:26:00,2023-02-06 00:39:00,falha_mecanica,2023-02-05 23:26:00
182,1,2021-03-12 02:04:00,2021-03-12 03:22:00,falha_eletrica,2021-03-12 02:04:00
183,3,2021-09-24 10:47:00,2021-09-24 11:10:00,falha_eletrica,2021-09-24 10:47:00
184,3,2023-07-17 02:38:00,2023-07-17 04:14:00,falha_eletrica,2023-07-17 02:38:00
185,4,2022-06-18 17:49:00,2022-06-18 18:00:00,manutencao_preventiva,2022-06-18 17:49:00
186,1,2022-10-17 18:47:00,2022-10-17 20:35:00,falha_eletrica,2022-10-17 18:47:00
187,4,2022-05-09 09:03:00,2022-05-09 09:34:00,manutencao_preventiva,2022-05-09 09:03:00
188,5,2021-06-20 00:47:00,2021-06-20 01:38:00,ajuste_operador,2021-06-20 00:47:00
189,4,2024-12-23 09:29:00,2024-12-23 10:32:00,falha_eletrica,2024-12-23 09:29:00
190,1,2024-09-13 20:22:00,2024-09-13 22:01:00,falha_mecanica,2024-09-13 20:22:00
191,4,2025-03-05 04:35:00,2025-03-05 05:56:00,falha_eletrica,2025-03-05 04:35:00
192,4,2024-01-06 19:38:00,2024-01-06 21:21:00,ajuste_operador,2024-01-06 19:38:00
193,3,2021-05-20 07:37:00,2021-05-20 08:40:00,falha_mecanica,2021-05-20 07:37:00
194,5,2021-02-15 23:48:00,2021-02-15 23:53:00,falha_mecanica,2021-02-15 23:48:00
195,4,2022-02-04 19:35:00,2022-02-04 21:11:00,falha_mecanica,2022-02-04 19:35:00
196,1,2023-03-20 17:27:00,2023-03-20 18:55:00,manutencao_preventiva,2023-03-20 17:27:00
197,5,2025-05-21 04:27:00,2025-05-21 05:45:00,ajuste_operador,2025-05-21 04:27:00
198,1,2022-02-17 20:50:00,2022-02-17 21:03:00,falha_mecanica,2022-02-17 20:50:00
199,3,2025-11-03 02:25:00,2025-11-03 04:13:00,falha_eletrica,2025-11-03 02:25:00
200,4,2021-07-20 14:57:00,2021-07-20 16:48:00,falha_mecanica,2021-07-20 14:57:00
201,4,2023-01-23 16:32:00,2023-01-23 18:08:00,ajuste_operador,2023-01-23 16:32:00
202,2,2025-12-15 10:37:00,2025-12-15 12:33:00,falha_mecanica,2025-12-15 10:37:00
203,3,2024-03-30 04:30:00,2024-03-30 05:12:00,ajuste_operador,2024-03-30 04:30:00
204,3,2024-03-09 18:19:00,2024-03-09 18:27:00,falha_mecanica,2024-03-09 18:19:00
205,5,2021-10-15 00:41:00,2021-10-15 02:23:00,manutencao_preventiva,2021-10-15 00:41:00
206,3,2023-06-23 08:46:00,2023-06-23 09:28:00,manutencao_preventiva,2023-06-23 08:46:00
207,4,2021-10-10 17:22:00,2021-10-10 19:19:00,manutencao_preventiva,2021-10-10 17:22:00
208,3,2022-08-28 02:38:00,2022-08-28 03:20:00,manutencao_preventiva,2022-08-28 02:38:00
209,2,2025-09-04 11:28:00,2025-09-04 12:24:00,falha_eletrica,2025-09-04 11:28:00
210,2,2023-12-31 17:19:00,2023-12-31 18:17:00,manutencao_preventiva,2023-12-31 17:19:00
211,4,2021-10-06 12:45:00,2021-10-06 13:51:00,manutencao_preventiva,2021-10-06 12:45:00
212,1,2024-12-07 20:39:00,2024-12-07 21:40:00,falha_mecanica,2024-12-07 20:39:00
213,2,2023-09-03 03:41:00,2023-09-03 04:14:00,manutencao_preventiva,2023-09-03 03:41:00
214,2,2024-12-23 09:50:00,2024-12-23 10:28:00,falha_eletrica,2024-12-23 09:50:00
215,1,2023-02-21 19:41:00,2023-02-21 20:28:00,falha_mecanica,2023-02-21 19:41:00
216,4,2025-07-09 20:24:00,2025-07-09 22:02:00,manutencao_preventiva,2025-07-09 20:24:00
217,5,2024-02-23 15:01:00,2024-02-23 15:46:00,ajuste_operador,2024-02-23 15:01:00
218,2,2024-06-16 12:04:00,2024-06-16 12:19:00,falha_mecanica,2024-06-16 12:04:00
219,3,2023-01-09 12:38:00,2023-01-09 13:24:00,manutencao_preventiva,2023-01-09 12:38:00
220,2,2021-02-24 02:19:00,2021-02-24 02:55:00,falha_mecanica,2021-02-24 02:19:00
221,1,2023-04-09 16:40:00,2023-04-09 17:54:00,falha_eletrica,2023-04-09 16:40:00
222,3,2021-02-03 01:10:00,2021-02-03 02:22:00,ajuste_operador,2021-02-03 01:10:00
223,3,2021-07-31 20:32:00,2021-07-31 22:10:00,falha_mecanica,2021-07-31 20:32:00
224,5,2022-11-10 22:15:00,2022-11-10 22:35:00,falha_mecanica,2022-11-10 22:15:00
225,2,2022-09-17 06:12:00,2022-09-17 08:02:00,ajuste_operador,2022-09-17 06:12:00
226,1,2025-07-20 15:15:00,2025-07-20 17:14:00,ajuste_operador,2025-07-20 15:15:00
227,2,2023-06-21 17:14:00,2023-06-21 18:21:00,ajuste_operador,2023-06-21 17:14:00
228,2,2025-07-07 16:24:00,2025-07-07 16:54:00,manutencao_preventiva,2025-07-07 16:24:00
229,1,2021-02-22 10:04:00,2021-02-22 10:44:00,falha_eletrica,2021-02-22 10:04:00
230,3,2023-04-04 17:28:00,2023-04-04 18:51:00,falha_eletrica,2023-04-04 17:28:00
231,1,2023-07-23 18:41:00,2023-07-23 20:03:00,falha_eletrica,2023-07-23 18:41:00
232,3,2023-10-07 20:15:00,2023-10-07 22:13:00,falha_mecanica,2023-10-07 20:15:00
233,2,2024-04-30 06:07:00,2024-04-30 07:48:00,manutencao_preventiva,2024-04-30 06:07:00
234,5,2022-01-13 20:33:00,2022-01-13 20:39:00,manutencao_preventiva,2022-01-13 20:33:00
235,1,2022-09-28 23:05:00,2022-09-29 00:01:00,falha_eletrica,2022-09-28 23:05:00
236,1,2023-04-16 23:49:00,2023-04-17 00:29:00,falha_eletrica,2023-04-16 23:49:00
237,1,2022-10-02 00:37:00,2022-10-02 01:21:00,manutencao_preventiva,2022-10-02 00:37:00
238,5,2023-01-09 03:29:00,2023-01-09 04:26:00,ajuste_operador,2023-01-09 03:29:00
239,1,2025-08-27 04:30:00,2025-08-27 05:21:00,falha_mecanica,2025-08-27 04:30:00
240,5,2021-10-23 12:13:00,2021-10-23 13:16:00,manutencao_preventiva,2021-10-23 12:13:00
241,3,2025-06-09 17:55:00,2025-06-09 18:17:00,manutencao_preventiva,2025-06-09 17:55:00
242,1,2025-11-30 12:26:00,2025-11-30 13:43:00,manutencao_preventiva,2025-11-30 12:26:00
243,1,2022-02-05 20:47:00,2022-02-05 22:09:00,falha_eletrica,2022-02-05 20:47:00
244,3,2025-12-12 03:46:00,2025-12-12 05:03:00,ajuste_operador,2025-12-12 03:46:00
245,5,2024-11-21 18:26:00,2024-11-21 20:03:00,ajuste_operador,2024-11-21 18:26:00
246,1,2024-07-14 16:34:00,2024-07-14 17:04:00,falha_eletrica,2024-07-14 16:34:00
247,1,2024-10-08 18:12:00,2024-10-08 19:06:00,manutencao_preventiva,2024-10-08 18:12:00
248,3,2021-05-01 00:29:00,2021-05-01 00:47:00,falha_eletrica,2021-05-01 00:29:00
249,5,2022-04-02 03:22:00,2022-04-02 04:41:00,falha_mecanica,2022-04-02 03:22:00
250,4,2024-12-27 03:49:00,2024-12-27 05:32:00,manutencao_preventiva,2024-12-27 03:49:00
251,1,2025-11-09 06:15:00,2025-11-09 07:01:00,manutencao_preventiva,2025-11-09 06:15:00
252,3,2023-12-26 05:13:00,2023-12-26 05:33:00,falha_eletrica,2023-12-26 05:13:00
253,1,2023-04-14 12:49:00,2023-04-14 13:50:00,falha_mecanica,2023-04-14 12:49:00
254,4,2022-05-30 07:53:00,2022-05-30 09:31:00,falha_mecanica,2022-05-30 07:53:00
255,3,2022-09-07 03:20:00,2022-09-07 04:47:00,manutencao_preventiva,2022-09-07 03:20:00
256,2,2024-05-22 06:56:00,2024-05-22 08:45:00,falha_mecanica,2024-05-22 06:56:00
257,5,2024-07-01 19:59:00,2024-07-01 20:58:00,ajuste_operador,2024-07-01 19:59:00
258,4,2022-03-09 05:55:00,2022-03-09 07:12:00,manutencao_preventiva,2022-03-09 05:55:00
259,5,2023-04-06 09:55:00,2023-04-06 11:02:00,manutencao_preventiva,2023-04-06 09:55:00
260,4,2021-05-04 08:05:00,2021-05-04 10:00:00,falha_eletrica,2021-05-04 08:05:00
261,5,2024-07-21 06:42:00,2024-07-21 07:33:00,falha_mecanica,2024-07-21 06:42:00
262,5,2023-12-01 12:59:00,2023-12-01 14:41:00,falha_mecanica,2023-12-01 12:59:00
263,4,2021-11-04 06:14:00,2021-11-04 08:06:00,manutencao_preventiva,2021-11-04 06:14:00
264,2,2025-09-26 19:06:00,2025-09-26 21:03:00,falha_eletrica,2025-09-26 19:06:00
265,1,2022-01-05 07:10:00,2022-01-05 07:35:00,falha_eletrica,2022-01-05 07:10:00
266,3,2025-12-20 11:44:00,2025-12-20 13:42:00,falha_eletrica,2025-12-20 11:44:00
267,5,2025-06-05 16:49:00,2025-06-05 17:23:00,ajuste_operador,2025-06-05 16:49:00
268,4,2024-12-01 04:40:00,2024-12-01 05:48:00,manutencao_preventiva,2024-12-01 04:40:00
269,4,2024-01-01 01:03:00,2024-01-01 02:15:00,manutencao_preventiva,2024-01-01 01:03:00
